#separator:tab
#html:true
#columns:Key	Component	Pinyin	Meaning	MemberChars	SameSyllableChars	Reliability	Productivity	Frequency	Decomposition	CrossRefs	Note	Link	Audio	Tags
#tags column:15
賴:lai4	賴	lài	to depend on / to hang on in a place / bad / to renege (on promise) / to disclaim / to rat (on debts) / rascally / to blame / to put the blame on	籟癩瀨			11	1363	once:束+負;radical:木+口+⺈+貝			https://hanzicraft.com/dashboard/character/%E8%B3%B4%E7%B1%9F%E7%99%A9%E7%80%A8	[sound:lai4.mp3]	phonetic-component
赖:lai4	赖	lài	to depend on / to hang on in a place / bad / to renege (on promise) / to disclaim / to rat (on debts) / rascally / to blame / to put the blame on	籁癞濑			5	1363	once:束+负;radical:木+口+⺈+贝			https://hanzicraft.com/dashboard/character/%E8%B5%96%E7%B1%81%E7%99%9E%E6%BF%91	[sound:lai4.mp3]	phonetic-component
闌:lan2	闌	lán	railing / balustrade / door-screen / exhausted / late	蘭攔欄瀾斕		10/11	3	3708	once:門+柬;radical:門+木+口+丨+丷			https://hanzicraft.com/dashboard/character/%E9%97%8C%E8%98%AD%E6%94%94%E6%AC%84%E7%80%BE%E6%96%95	[sound:lan2.mp3]	phonetic-component
阑:lan2	阑	lán	railing / balustrade / door-screen / exhausted / late	澜斓谰		7/7	5	3708	once:门+柬;radical:门+木+口+丨+丷			https://hanzicraft.com/dashboard/character/%E9%98%91%E6%BE%9C%E6%96%93%E8%B0%B0	[sound:lan2.mp3]	phonetic-component
覽:lan3	覽	lǎn	to look at / to view / to read	攬纜欖		4/4	11	1883	once:?+見;radical:臣+丿+一+丶+罒+見		監	https://hanzicraft.com/dashboard/character/%E8%A6%BD%E6%94%AC%E7%BA%9C%E6%AC%96	[sound:lan3.mp3]	phonetic-component
览:lan3	览	lǎn	to look at / to view / to read	揽缆榄		4/4	3	1883	once:?+见;radical:丨+丨+丿+一+丶+见		jailer	https://hanzicraft.com/dashboard/character/%E8%A7%88%E6%8F%BD%E7%BC%86%E6%A6%84	[sound:lan3.mp3]	phonetic-component
郎:lang2	郎	láng	(arch.) minister / official / noun prefix denoting function or status / a youth	廊瑯螂榔鎯	啷		6	1455	once:?+阝;radical:丨+彐+乚+丶+丶+阝			https://hanzicraft.com/dashboard/character/%E9%83%8E%E5%BB%8A%E7%91%AF%E8%9E%82%E6%A6%94%E9%8E%AF	[sound:lang2.mp3]	phonetic-component
勞:lao2	勞	láo	to console	嘮嶗癆			2	678	once:?+力;radical:炏+冖+力			https://hanzicraft.com/dashboard/character/%E5%8B%9E%E5%98%AE%E5%B6%97%E7%99%86	[sound:lao2.mp3]	phonetic-component
劳:lao2	劳	láo	to console	唠崂痨铹	捞涝	5/7 · 7/7 (ignoring tone)	7	678	once:艹+?;radical:艹+冖+力			https://hanzicraft.com/dashboard/character/%E5%8A%B3%E5%94%A0%E5%B4%82%E7%97%A8%E9%93%B9	[sound:lao2.mp3]	phonetic-component
老:lao3	老	lǎo	prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family or to indicate affection or familiarity / old (of people) / venerable (person) / experienced / of long standing / always / all the time / of the past / very / outdated / (of meat etc) tough	姥佬铑銠栳			71	179	once:耂+匕		-者 -耆 6/31	https://hanzicraft.com/dashboard/character/%E8%80%81%E5%A7%A5%E4%BD%AC%E9%93%91%E9%8A%A0%E6%A0%B3	[sound:lao3.mp3]	phonetic-component
雷:lei2	雷	léi	thunder / (internet slang) terrifying / terrific	擂镭鐳檑	蕾		6	685	once:雨+田;radical:雨+田			https://hanzicraft.com/dashboard/character/%E9%9B%B7%E6%93%82%E9%95%AD%E9%90%B3%E6%AA%91	[sound:lei2.mp3]	phonetic-component
累:lei2	累	léi	to accumulate / to involve or implicate / continuous / repeated	嫘缧縲	磥		12	1321	once:田+糸;radical:田+糸			https://hanzicraft.com/dashboard/character/%E7%B4%AF%E5%AB%98%E7%BC%A7%E7%B8%B2	[sound:lei2.mp3]	phonetic-component
离:li2	离	lí	to leave / to part from / to be away from / (in giving distances) from / without (sth) / independent of / one of the Eight Trigrams 八卦[ba1 gua4], symbolizing fire / ☲	離璃篱漓缡		10/12	12	418	once:?+禸;radical:亠+凵+乂+禸		Exceptions (different sound): 禽	https://hanzicraft.com/dashboard/character/%E7%A6%BB%E9%9B%A2%E7%92%83%E7%AF%B1%E6%BC%93%E7%BC%A1	[sound:li2.mp3]	phonetic-component
丽:li2	丽	lí	beautiful	麗骊鹂鲡	俪郦逦		8	832	once:一+?;radical:一+?			https://hanzicraft.com/dashboard/character/%E4%B8%BD%E9%BA%97%E9%AA%8A%E9%B9%82%E9%B2%A1	[sound:li2.mp3]	phonetic-component
豊:li3	豊	lǐ	ceremonial vessel / variant of 禮|礼[li3]	禮澧醴			9	8803	once:曲+豆;radical:?+二+凵+豆			https://hanzicraft.com/dashboard/character/%E8%B1%8A%E7%A6%AE%E6%BE%A7%E9%86%B4	[sound:li3.mp3]	phonetic-component
歷:li4	歷	lì	to experience / to undergo / to pass through / all / each / every / history	靂瀝櫪嚦藶		5/5	2	480	once:厤+止;radical:厂+秝+止			https://hanzicraft.com/dashboard/character/%E6%AD%B7%E9%9D%82%E7%80%9D%E6%AB%AA%E5%9A%A6%E8%97%B6	[sound:li4.mp3]	phonetic-component
历:li4	历	lì	to experience / to undergo / to pass through / all / each / every / history	雳沥枥呖苈		8/8	7	480	once:厂+力;radical:厂+力		Traditional: 歷	https://hanzicraft.com/dashboard/character/%E5%8E%86%E9%9B%B3%E6%B2%A5%E6%9E%A5%E5%91%96%E8%8B%88	[sound:li4.mp3]	phonetic-component
利:li4	利	lì	sharp / favorable / advantage / benefit / profit / interest / to do good to / to benefit	莉俐痢猁	梨犁蜊	5/8 · 8/8 (ignoring tone)	9	155	once:禾+刂;radical:禾+刂			https://hanzicraft.com/dashboard/character/%E5%88%A9%E8%8E%89%E4%BF%90%E7%97%A2%E7%8C%81	[sound:li4.mp3]	phonetic-component
厲:li4	厲	lì	strict / severe	勵蠣礪糲		5/5	1	1337	once:厂+萬;radical:厂+艹+冂+二+丨+禸			https://hanzicraft.com/dashboard/character/%E5%8E%B2%E5%8B%B5%E8%A0%A3%E7%A4%AA%E7%B3%B2	[sound:li4.mp3]	phonetic-component
厉:li4	厉	lì	strict / severe	励蛎砺粝		5/5	4	1337	once:厂+万;radical:厂+一+丿+㇆		Traditional: 厲	https://hanzicraft.com/dashboard/character/%E5%8E%89%E5%8A%B1%E8%9B%8E%E7%A0%BA%E7%B2%9D	[sound:li4.mp3]	phonetic-component
廉:lian2	廉	lián	incorruptible / honest / inexpensive / to investigate (old) / side wall of a traditional Chinese house (old)	簾镰鐮濂蠊		6/6	6	1816	once:广+兼;radical:广+丷+一+?+八+⺕		兼	https://hanzicraft.com/dashboard/character/%E5%BB%89%E7%B0%BE%E9%95%B0%E9%90%AE%E6%BF%82%E8%A0%8A	[sound:lian2.mp3]	phonetic-component
连:lian2	连	lián	to link / to join / to connect / continuously / in succession / including / (used with 也, 都 etc) even / company (military)	莲涟裢鲢	链琏		6	399	once:辶+车;radical:辶+车			https://hanzicraft.com/dashboard/character/%E8%BF%9E%E8%8E%B2%E6%B6%9F%E8%A3%A2%E9%B2%A2	[sound:lian2.mp3]	phonetic-component
連:lian2	連	lián	to link / to join / to connect / continuously / in succession / including / (used with 也, 都 etc) even / company (military)	蓮漣褳鰱	鏈		3	399	once:辶+車;radical:辶+車			https://hanzicraft.com/dashboard/character/%E9%80%A3%E8%93%AE%E6%BC%A3%E8%A4%B3%E9%B0%B1	[sound:lian2.mp3]	phonetic-component
列:lie4	列	liè	to arrange / to line up / row / file / series / column	烈裂洌冽趔	咧		9	500	once:歹+刂;radical:歹+刂			https://hanzicraft.com/dashboard/character/%E5%88%97%E7%83%88%E8%A3%82%E6%B4%8C%E5%86%BD%E8%B6%94	[sound:lie4.mp3]	phonetic-component
林:lin2	林	lín	woods / forest / CL:片[pian4] / circle(s) (i.e. specific group of people) / a collection (of similar things)	淋琳霖啉			33	364	once:木			https://hanzicraft.com/dashboard/character/%E6%9E%97%E6%B7%8B%E7%90%B3%E9%9C%96%E5%95%89	[sound:lin2.mp3]	phonetic-component
令:ling2	令	líng	to order / to command / an order / warrant / writ / to cause / to make sth happen / virtuous / honorific title / season / government position (old)	零玲铃鈴龄	领岭領		35	378	once:亽+龴;radical:人+丶+龴	lǐng / 领領岭		https://hanzicraft.com/dashboard/character/%E4%BB%A4%E9%9B%B6%E7%8E%B2%E9%93%83%E9%88%B4%E9%BE%84	[sound:ling2.mp3]	phonetic-component
夌:ling2	夌	líng	to dawdle / the name of the father of the Emperor Yao	凌陵菱绫綾			10		once:?+夂;radical:土+八+夂			https://hanzicraft.com/dashboard/character/%E5%A4%8C%E5%87%8C%E9%99%B5%E8%8F%B1%E7%BB%AB%E7%B6%BE	[sound:ling2.mp3]	phonetic-component
令:ling3	令	lǐng	to order / to command / an order / warrant / writ / to cause / to make sth happen / virtuous / honorific title / season / government position (old)	领領岭	零龄玲铃伶翎聆羚苓蛉呤囹泠瓴鸰齡舲笭柃齢鈴詅鴒		35	378	once:亽+龴;radical:人+丶+龴	líng / 零玲铃鈴龄		https://hanzicraft.com/dashboard/character/%E4%BB%A4%E9%A2%86%E9%A0%98%E5%B2%AD	[sound:ling3.mp3]	phonetic-component
㐬:liu2	㐬	liú		流琉硫		4/9	10		once:?+?;radical:亠+厶+儿+丨			https://hanzicraft.com/dashboard/character/%E3%90%AC%E6%B5%81%E7%90%89%E7%A1%AB	[sound:liu2.mp3]	phonetic-component
留:liu2	留	liú	to leave (a message etc) / to retain / to stay / to remain / to keep / to preserve	榴瘤镏鎦馏	溜遛熘蹓罶霤		16	554	once:卯+田;radical:卯+田			https://hanzicraft.com/dashboard/character/%E7%95%99%E6%A6%B4%E7%98%A4%E9%95%8F%E9%8E%A6%E9%A6%8F	[sound:liu2.mp3]	phonetic-component
龍:long2	龍	lóng	dragon / CL:條|条[tiao2] / imperial	籠朧嚨聾瓏	垄拢陇垅		36	695	once:𦚏+?			https://hanzicraft.com/dashboard/character/%E9%BE%8D%E7%B1%A0%E6%9C%A7%E5%9A%A8%E8%81%BE%E7%93%8F	[sound:long2.mp3]	phonetic-component
龙:long2	龙	lóng	dragon / CL:條|条[tiao2] / imperial	笼胧咙聋	垄拢陇垅		36	695	once:?+匕			https://hanzicraft.com/dashboard/character/%E9%BE%99%E7%AC%BC%E8%83%A7%E5%92%99%E8%81%8B	[sound:long2.mp3]	phonetic-component
娄:lou2	娄	lóu	surname Lou / one of the 28 lunar mansions in Chinese astronomy	楼喽髅偻蝼	搂篓镂瘘嵝		17	4043	once:米+女;radical:米+女			https://hanzicraft.com/dashboard/character/%E5%A8%84%E6%A5%BC%E5%96%BD%E9%AB%85%E5%81%BB%E8%9D%BC	[sound:lou2.mp3]	phonetic-component
婁:lou2	婁	lóu	surname Lou / one of the 28 lunar mansions in Chinese astronomy	樓嘍髏僂螻	簍鏤瞜		10	4043	once:?+女;radical:口+十+?+女			https://hanzicraft.com/dashboard/character/%E5%A9%81%E6%A8%93%E5%98%8D%E9%AB%8F%E5%83%82%E8%9E%BB	[sound:lou2.mp3]	phonetic-component
盧:lu2	盧	lú	(old) rice vessel / black / (Taiwan slang) troublesome / fussy	爐蘆廬顱臚		7/8	7	1709	once:𧆨+皿;radical:虍+田+皿			https://hanzicraft.com/dashboard/character/%E7%9B%A7%E7%88%90%E8%98%86%E5%BB%AC%E9%A1%B1%E8%87%9A	[sound:lu2.mp3]	phonetic-component
卢:lu2	卢	lú	(old) rice vessel / black / (Taiwan slang) troublesome / fussy	颅胪鲈鸬舻			9	1709	once:⺊+尸;radical:⺊+尸			https://hanzicraft.com/dashboard/character/%E5%8D%A2%E9%A2%85%E8%83%AA%E9%B2%88%E9%B8%AC%E8%88%BB	[sound:lu2.mp3]	phonetic-component
路:lu4	路	lù	road / CL:條|条[tiao2] / journey / route / line (bus etc) / sort / kind	露璐潞鹭鷺			7	305	once:⻊+各;radical:⻊+夂+口			https://hanzicraft.com/dashboard/character/%E8%B7%AF%E9%9C%B2%E7%92%90%E6%BD%9E%E9%B9%AD%E9%B7%BA	[sound:lu4.mp3]	phonetic-component
彔:lu4	彔	lù	to carve wood	錄祿淥			3		once:彑+氺;radical:彑+氺			https://hanzicraft.com/dashboard/character/%E5%BD%94%E9%8C%84%E7%A5%BF%E6%B7%A5	[sound:lu4.mp3]	phonetic-component
鹿:lu4	鹿	lù	deer	漉辘轆麓			42	2052	once:?+比			https://hanzicraft.com/dashboard/character/%E9%B9%BF%E6%BC%89%E8%BE%98%E8%BD%86%E9%BA%93	[sound:lu4.mp3]	phonetic-component
录:lu4	录	lù	diary / record / to hit / to copy	禄碌渌逯箓			15	917	once:彐+氺;radical:彐+氺			https://hanzicraft.com/dashboard/character/%E5%BD%95%E7%A6%84%E7%A2%8C%E6%B8%8C%E9%80%AF%E7%AE%93	[sound:lu4.mp3]	phonetic-component
吕:lv3	吕	lǚ	pitchpipe, pitch standard, one of the twelve semitones in the traditional tone system	侣铝鋁			14	1714	once:口			https://hanzicraft.com/dashboard/character/%E5%90%95%E4%BE%A3%E9%93%9D%E9%8B%81	[sound:lv3.mp3]	phonetic-component
仑:lun2	仑	lún	Kunlun (Karakorum) mountain range in Xinjiang	论伦轮沦纶	抡	8/9	8	2134	once:人+匕;radical:人+匕			https://hanzicraft.com/dashboard/character/%E4%BB%91%E8%AE%BA%E4%BC%A6%E8%BD%AE%E6%B2%A6%E7%BA%B6	[sound:lun2.mp3]	phonetic-component
侖:lun2	侖	lún	Kunlun (Karakorum) mountain range in Xinjiang	論倫輪崙淪		8/9	5	2134	once:亼+𠕁;radical:人+一+冂+艹			https://hanzicraft.com/dashboard/character/%E4%BE%96%E8%AB%96%E5%80%AB%E8%BC%AA%E5%B4%99%E6%B7%AA	[sound:lun2.mp3]	phonetic-component
羅:luo2	羅	luó	gauze / to collect / to gather / to catch / to sift	邏蘿鑼籮欏		6/6	2	392	once:罒+維;radical:罒+糹+隹			https://hanzicraft.com/dashboard/character/%E7%BE%85%E9%82%8F%E8%98%BF%E9%91%BC%E7%B1%AE%E6%AC%8F	[sound:luo2.mp3]	phonetic-component
罗:luo2	罗	luó	gauze / to collect / to gather / to catch / to sift	逻萝锣箩椤			6	392	once:罒+夕;radical:罒+夕			https://hanzicraft.com/dashboard/character/%E7%BD%97%E9%80%BB%E8%90%9D%E9%94%A3%E7%AE%A9%E6%A4%A4	[sound:luo2.mp3]	phonetic-component
馬:ma3	馬	mǎ	horse / CL:匹[pi] / horse or cavalry piece in Chinese chess / knight in Western chess	嗎瑪碼螞	罵駡禡妈骂蚂杩祃		155	276	once:?+灬			https://hanzicraft.com/dashboard/character/%E9%A6%AC%E5%97%8E%E7%91%AA%E7%A2%BC%E8%9E%9E	[sound:ma3.mp3]	phonetic-component
曼:man4	曼	màn	handsome / large / long	慢漫蔓幔谩	馒鳗鬘饅鰻		15	1222	once:日+?;radical:日+罒+又			https://hanzicraft.com/dashboard/character/%E6%9B%BC%E6%85%A2%E6%BC%AB%E8%94%93%E5%B9%94%E8%B0%A9	[sound:man4.mp3]	phonetic-component
矛:mao2	矛	máo	spear / lance / pike	茅蟊蝥髳	茂袤懋瞀		201	1439	once:龴+?			https://hanzicraft.com/dashboard/character/%E7%9F%9B%E8%8C%85%E8%9F%8A%E8%9D%A5%E9%AB%B3	[sound:mao2.mp3]	phonetic-component
毛:mao2	毛	máo	hair / feather / down / wool / mildew / mold / coarse or semifinished / young / raw / careless / unthinking / nervous / scared / (of currency) to devalue or depreciate / classifier for Chinese fractional monetary unit ( = 角[jiao3] , = 1 / 10 yuan or 10 fen 分[fen1])	髦牦氂旄	耄眊芼		28	623	once:㇒+?			https://hanzicraft.com/dashboard/character/%E6%AF%9B%E9%AB%A6%E7%89%A6%E6%B0%82%E6%97%84	[sound:mao2.mp3]	phonetic-component
卯:mao3	卯	mǎo	mortise (slot cut into wood to receive a tenon) / 4th earthly branch: 5-7 a.m., 2nd solar month (6th March-4th April), year of the Rabbit	峁铆鉚昴	贸茆貿鄮		32	3917	once:卩			https://hanzicraft.com/dashboard/character/%E5%8D%AF%E5%B3%81%E9%93%86%E9%89%9A%E6%98%B4	[sound:mao3.mp3]	phonetic-component
眉:mei2	眉	méi	eyebrow / upper margin	湄嵋楣镅鎇	媚	8/9	10	1458	once:𠃜+目;radical:丨+?+丨+目			https://hanzicraft.com/dashboard/character/%E7%9C%89%E6%B9%84%E5%B5%8B%E6%A5%A3%E9%95%85%E9%8E%87	[sound:mei2.mp3]	phonetic-component
門:men2	門	mén	gate / door / CL:扇[shan4] / gateway / doorway / CL:個|个[ge4] / opening / valve / switch / way to do something / knack / family / house / (religious) sect / school (of thought) / class / category / phylum or division (taxonomy) / classifier for large guns / classifier for lessons, subjects, branches of technology	捫鍆	们闷焖		144	185	once:𠁣		67 with 門<br>3/10 with exterior components	https://hanzicraft.com/dashboard/character/%E9%96%80%E6%8D%AB%E9%8D%86	[sound:men2.mp3]	phonetic-component
蒙:meng2	蒙	méng	to cover / ignorant / to suffer (misfortune) / to receive (a favor) / to cheat	朦檬矇艨礞	蠓	6/7 · 7/7 (ignoring tone)	6	1037	once:艹+冡;radical:艹+冖+二+勹+?+?			https://hanzicraft.com/dashboard/character/%E8%92%99%E6%9C%A6%E6%AA%AC%E7%9F%87%E8%89%A8%E7%A4%9E	[sound:meng2.mp3]	phonetic-component
迷:mi2	迷	mí	to bewilder / crazy about / fan / enthusiast / lost / confused	谜謎醚蒾	瞇		4	1151	once:辶+米;radical:辶+米		米	https://hanzicraft.com/dashboard/character/%E8%BF%B7%E8%B0%9C%E8%AC%8E%E9%86%9A%E8%92%BE	[sound:mi2.mp3]	phonetic-component
免:mian3	免	miǎn	to excuse sb / to exempt / to remove or dismiss from office / to avoid / to avert / to escape / to be prohibited	勉冕娩		4/11	10	754	once:⺈+?;radical:⺈+口+丨+乚			https://hanzicraft.com/dashboard/character/%E5%85%8D%E5%8B%89%E5%86%95%E5%A8%A9	[sound:mian3.mp3]	phonetic-component
苗:miao2	苗	miáo	sprout	描瞄鹋鶓	喵		9	1917	once:艹+田;radical:艹+田			https://hanzicraft.com/dashboard/character/%E8%8B%97%E6%8F%8F%E7%9E%84%E9%B9%8B%E9%B6%93	[sound:miao2.mp3]	phonetic-component
眇:miao3	眇	miǎo	blind in one eye / blind / tiny / humble / to stare	渺缈緲		4/4	3	5905	once:目+少;radical:目+小+丿			https://hanzicraft.com/dashboard/character/%E7%9C%87%E6%B8%BA%E7%BC%88%E7%B7%B2	[sound:miao3.mp3]	phonetic-component
冥:ming2	冥	míng	dark / deep / stupid / the underworld	瞑溟暝螟		7/7	6	2733	once:冖+昗;radical:冖+日+亠+八			https://hanzicraft.com/dashboard/character/%E5%86%A5%E7%9E%91%E6%BA%9F%E6%9A%9D%E8%9E%9F	[sound:ming2.mp3]	phonetic-component
名:ming2	名	míng	name / noun (part of speech) / place (e.g. among winners) / famous / classifier for people	铭銘茗眳	酩		6	203	once:夕+口;radical:夕+口			https://hanzicraft.com/dashboard/character/%E5%90%8D%E9%93%AD%E9%8A%98%E8%8C%97%E7%9C%B3	[sound:ming2.mp3]	phonetic-component
莫:mo4	莫	mò	do not / there is none who	漠寞蓦镆鏌	模摸膜摹谟馍嫫糢謨		20	953	once:艹+旲;radical:艹+日+大			https://hanzicraft.com/dashboard/character/%E8%8E%AB%E6%BC%A0%E5%AF%9E%E8%93%A6%E9%95%86%E9%8F%8C	[sound:mo4.mp3]	phonetic-component
末:mo4	末	mò	tip / end / final stage / latter part / inessential detail / powder / dust / opera role of old man	抹沫茉秣			8	1162	once:木+一;radical:木+一			https://hanzicraft.com/dashboard/character/%E6%9C%AB%E6%8A%B9%E6%B2%AB%E8%8C%89%E7%A7%A3	[sound:mo4.mp3]	phonetic-component
牟:mou2	牟	móu	barley / to moo / to seek or obtain / old variant of 侔[mou2] / old variant of 眸[mou2]	眸蛑侔麰	哞	5/6	6	2848	once:厶+牛;radical:厶+牛			https://hanzicraft.com/dashboard/character/%E7%89%9F%E7%9C%B8%E8%9B%91%E4%BE%94%E9%BA%B0	[sound:mou2.mp3]	phonetic-component
母:mu3	母	mǔ	female / mother	姆拇		3/12	28	565	once:?+?		Exceptions (different sound): 每	https://hanzicraft.com/dashboard/character/%E6%AF%8D%E5%A7%86%E6%8B%87	[sound:mu3.mp3]	phonetic-component
乃:nai3	乃	nǎi	to be / thus / so / therefore / then / only / thereupon	奶氖艿	鼐		13	1163	once:㇎+丿;radical:㇎+丿			https://hanzicraft.com/dashboard/character/%E4%B9%83%E5%A5%B6%E6%B0%96%E8%89%BF	[sound:nai3.mp3]	phonetic-component
尼:ni2	尼	ní	Buddhist nun / (often used in phonetic spellings)	呢泥怩坭	妮昵伲		8	653	once:尸+匕;radical:尸+匕			https://hanzicraft.com/dashboard/character/%E5%B0%BC%E5%91%A2%E6%B3%A5%E6%80%A9%E5%9D%AD	[sound:ni2.mp3]	phonetic-component
聶:nie4	聶	niè	to whisper	躡囁鑷		5/8	3	2791	once:耳			https://hanzicraft.com/dashboard/character/%E8%81%B6%E8%BA%A1%E5%9B%81%E9%91%B7	[sound:nie4.mp3]	phonetic-component
聂:nie4	聂	niè	to whisper	蹑嗫镊颞		5/8	7	2791	once:耳+双;radical:耳+双		Traditional: 聶	https://hanzicraft.com/dashboard/character/%E8%81%82%E8%B9%91%E5%97%AB%E9%95%8A%E9%A2%9E	[sound:nie4.mp3]	phonetic-component
寧:ning2	寧	níng	rather / to prefer	擰獰嚀檸聹		6/6	2	1017	once:寍+丁;radical:宀+心+皿+一+亅			https://hanzicraft.com/dashboard/character/%E5%AF%A7%E6%93%B0%E7%8D%B0%E5%9A%80%E6%AA%B8%E8%81%B9	[sound:ning2.mp3]	phonetic-component
宁:ning2	宁	níng	rather / to prefer	拧狞咛柠	泞		12	1017	once:宀+丁;radical:宀+一+亅			https://hanzicraft.com/dashboard/character/%E5%AE%81%E6%8B%A7%E7%8B%9E%E5%92%9B%E6%9F%A0	[sound:ning2.mp3]	phonetic-component
农:nong2	农	nóng	peasant / to farm / agriculture / diligent (old) / government field official (old)	浓侬哝脓秾			5	465	once:巾+𧘇;radical:巾+㇒+㇗+?			https://hanzicraft.com/dashboard/character/%E5%86%9C%E6%B5%93%E4%BE%AC%E5%93%9D%E8%84%93%E7%A7%BE	[sound:nong2.mp3]	phonetic-component
農:nong2	農	nóng	peasant / to farm / agriculture / diligent (old) / government field official (old)	濃儂噥膿穠			3	465	once:曲+辰;radical:?+二+凵+辰			https://hanzicraft.com/dashboard/character/%E8%BE%B2%E6%BF%83%E5%84%82%E5%99%A5%E8%86%BF%E7%A9%A0	[sound:nong2.mp3]	phonetic-component
奴:nu2	奴	nú	slave	驽駑孥	努怒弩砮		9	1400	once:女+又;radical:女+又			https://hanzicraft.com/dashboard/character/%E5%A5%B4%E9%A9%BD%E9%A7%91%E5%AD%A5	[sound:nu2.mp3]	phonetic-component
區:ou1	區	ōu	area / region / district / small / distinguish / CL:個|个[ge4]	歐鷗毆漚謳			5	265	once:匚+品;radical:匚+品	qū / 驅軀嶇		https://hanzicraft.com/dashboard/character/%E5%8D%80%E6%AD%90%E9%B7%97%E6%AF%86%E6%BC%9A%E8%AC%B3	[sound:ou1.mp3]	phonetic-component
区:ou1	区	ōu	area / region / district / small / distinguish / CL:個|个[ge4]	欧鸥殴沤讴	呕怄		17	265	once:匚+乂;radical:匚+乂	qū / 驱躯岖		https://hanzicraft.com/dashboard/character/%E5%8C%BA%E6%AC%A7%E9%B8%A5%E6%AE%B4%E6%B2%A4%E8%AE%B4	[sound:ou1.mp3]	phonetic-component
彭:peng2	彭	péng	surname Peng	膨澎蟛	嘭		5	1499	once:壴+彡;radical:十+豆+彡			https://hanzicraft.com/dashboard/character/%E5%BD%AD%E8%86%A8%E6%BE%8E%E8%9F%9B	[sound:peng2.mp3]	phonetic-component
朋:peng2	朋	péng	friend	鹏鵬棚堋硼		7/9	17	880	once:月		Exceptions (different sound): 崩	https://hanzicraft.com/dashboard/character/%E6%9C%8B%E9%B9%8F%E9%B5%AC%E6%A3%9A%E5%A0%8B%E7%A1%BC	[sound:peng2.mp3]	phonetic-component
辟:pi4	辟	pì	to dispel / to refute / to repudiate / to open up (for development)	闢譬僻甓	劈霹癖噼擗	5/20	25	2135	once:𡰪+辛;radical:尸+口+辛	bì / 避壁臂璧薜		https://hanzicraft.com/dashboard/character/%E8%BE%9F%E9%97%A2%E8%AD%AC%E5%83%BB%E7%94%93	[sound:pi4.mp3]	phonetic-component
扁:pian1	扁	piān	flat / (old form of character 匾, horizontal tablet with inscription)	篇偏萹翩	骗谝蹁騙		18	1735	once:户+𠕁;radical:户+冂+艹			https://hanzicraft.com/dashboard/character/%E6%89%81%E7%AF%87%E5%81%8F%E8%90%B9%E7%BF%A9	[sound:pian1.mp3]	phonetic-component
票:piao4	票	piào	ticket / ballot / bank note / CL:張|张[zhang1] / person held for ransom / amateur performance of Chinese opera / classifier for shipments and business transactions (topolect)	漂骠驃嘌	飘嫖瞟瓢剽缥螵縹		18	908	once:覀+示;radical:覀+示			https://hanzicraft.com/dashboard/character/%E7%A5%A8%E6%BC%82%E9%AA%A0%E9%A9%83%E5%98%8C	[sound:piao4.mp3]	phonetic-component
平:ping2	平	píng	flat / level / equal / to tie (make the same score) / to draw (score) / calm / peaceful / see also 平聲|平声[ping2 sheng1]	评評苹坪鲆			11	215	once:干+丷;radical:干+丷			https://hanzicraft.com/dashboard/character/%E5%B9%B3%E8%AF%84%E8%A9%95%E8%8B%B9%E5%9D%AA%E9%B2%86	[sound:ping2.mp3]	phonetic-component
普:pu3	普	pǔ	general / popular / everywhere / universal	谱譜镨鐠			4	629	once:並+日;radical:丷+一+?+丷+一+日			https://hanzicraft.com/dashboard/character/%E6%99%AE%E8%B0%B1%E8%AD%9C%E9%95%A8%E9%90%A0	[sound:pu3.mp3]	phonetic-component
妻:qi1	妻	qī	to marry off (a daughter)	凄淒棲萋			4	1074	once:?+女;radical:十+⺺+女			https://hanzicraft.com/dashboard/character/%E5%A6%BB%E5%87%84%E6%B7%92%E6%A3%B2%E8%90%8B	[sound:qi1.mp3]	phonetic-component
其:qi2	其	qí	his / her / its / theirs / that / such / it (refers to sth preceding it)	棋琪祺淇麒	期欺諆		20	85	once:甘+?;radical:甘+一+八			https://hanzicraft.com/dashboard/character/%E5%85%B6%E6%A3%8B%E7%90%AA%E7%A5%BA%E6%B7%87%E9%BA%92	[sound:qi2.mp3]	phonetic-component
齐:qi2	齐	qí	neat / even / level with / identical / simultaneous / all together / to even sth out	脐蛴荠			19	1061	once:文+?			https://hanzicraft.com/dashboard/character/%E9%BD%90%E8%84%90%E8%9B%B4%E8%8D%A0	[sound:qi2.mp3]	phonetic-component
齊:qi2	齊	qí	neat / even / level with / identical / simultaneous / all together / to even sth out	臍蠐薺			19	1061	once:?+?			https://hanzicraft.com/dashboard/character/%E9%BD%8A%E8%87%8D%E8%A0%90%E8%96%BA	[sound:qi2.mp3]	phonetic-component
奇:qi2	奇	qí	strange / odd / weird / wonderful / surprisingly / unusually	骑騎崎琦锜	绮		19	563	once:大+可;radical:大+一+亅+口	jī / 畸犄剞		https://hanzicraft.com/dashboard/character/%E5%A5%87%E9%AA%91%E9%A8%8E%E5%B4%8E%E7%90%A6%E9%94%9C	[sound:qi2.mp3]	phonetic-component
气:qi4	气	qì	gas / air / smell / weather / to make angry / to annoy / to get angry / vital energy / qi	氣汽			24	217	once:?+㇠			https://hanzicraft.com/dashboard/character/%E6%B0%94%E6%B0%A3%E6%B1%BD	[sound:qi4.mp3]	phonetic-component
