#separator:tab
#html:true
#columns:Key	Component	Pinyin	Meaning	MemberChars	SameSyllableChars	Reliability	Productivity	Frequency	Decomposition	CrossRefs	Note	Link	Audio	Tags
#tags column:15
因:yin1	因	yīn	cause / reason / because	姻茵氤洇骃			15	96	once:囗+大;radical:囗+大			https://hanzicraft.com/dashboard/character/%E5%9B%A0%E5%A7%BB%E8%8C%B5%E6%B0%A4%E6%B4%87%E9%AA%83	[sound:yin1.mp3]	phonetic-component
婴:ying1	婴	yīng	infant / baby	樱鹦嘤缨撄	瘿		7	2111	once:?+女;radical:?+女			https://hanzicraft.com/dashboard/character/%E5%A9%B4%E6%A8%B1%E9%B9%A6%E5%98%A4%E7%BC%A8%E6%92%84	[sound:ying1.mp3]	phonetic-component
嬰:ying1	嬰	yīng	infant / baby	櫻鸚嚶纓攖			11	2111	once:賏+女;radical:賏+女		賏	https://hanzicraft.com/dashboard/character/%E5%AC%B0%E6%AB%BB%E9%B8%9A%E5%9A%B6%E7%BA%93%E6%94%96	[sound:ying1.mp3]	phonetic-component
庸:yong1	庸	yōng	ordinary / to use	傭慵镛鏞墉			5	2143	once:广+?;radical:广+⺺+用		用	https://hanzicraft.com/dashboard/character/%E5%BA%B8%E5%82%AD%E6%85%B5%E9%95%9B%E9%8F%9E%E5%A2%89	[sound:yong1.mp3]	phonetic-component
雍:yong1	雍	yōng	harmony	擁臃饔		4/6	4	3321	once:亠+?;radical:亠+?+丿+隹			https://hanzicraft.com/dashboard/character/%E9%9B%8D%E6%93%81%E8%87%83%E9%A5%94	[sound:yong1.mp3]	phonetic-component
永:yong3	永	yǒng	forever / always / perpetual	泳咏詠			6	840	once:?+丶;radical:㇆+㇇+?+丶			https://hanzicraft.com/dashboard/character/%E6%B0%B8%E6%B3%B3%E5%92%8F%E8%A9%A0	[sound:yong3.mp3]	phonetic-component
甬:yong3	甬	yǒng	variant of 桶 bucket / (classifier) cubic dry measure (5 pecks 五斗, approx half-liter)	涌踊蛹俑			12	4029	once:龴+用;radical:龴+用		用	https://hanzicraft.com/dashboard/character/%E7%94%AC%E6%B6%8C%E8%B8%8A%E8%9B%B9%E4%BF%91	[sound:yong3.mp3]	phonetic-component
斿:you2	斿	yóu	scallops along lower edge of flag	游遊蝣			3		once:方+?;radical:方+丿+一+子			https://hanzicraft.com/dashboard/character/%E6%96%BF%E6%B8%B8%E9%81%8A%E8%9D%A3	[sound:you2.mp3]	phonetic-component
尤:you2	尤	yóu	outstanding / particularly, especially / a fault / to express discontentment against	犹鱿魷疣	优忧		8	1097	once:尢+丶;radical:尢+丶			https://hanzicraft.com/dashboard/character/%E5%B0%A4%E7%8A%B9%E9%B1%BF%E9%AD%B7%E7%96%A3	[sound:you2.mp3]	phonetic-component
由:you2	由	yóu	to follow / from / it is for...to / reason / cause / because of / due to / to / to leave it (to sb) / by (introduces passive verb)	油邮铀鈾蚰	釉柚鼬		24	136	once:?+凵;radical:二+丨+凵			https://hanzicraft.com/dashboard/character/%E7%94%B1%E6%B2%B9%E9%82%AE%E9%93%80%E9%88%BE%E8%9A%B0	[sound:you2.mp3]	phonetic-component
俞:yu2	俞	yú	yes (used by Emperor or ruler) / OK / to accede / to assent	愉瑜逾榆渝	愈喻谕		24	3245	once:亼+刖;radical:人+一+月+刂			https://hanzicraft.com/dashboard/character/%E4%BF%9E%E6%84%89%E7%91%9C%E9%80%BE%E6%A6%86%E6%B8%9D	[sound:yu2.mp3]	phonetic-component
臾:yu2	臾	yú	a moment / little while	谀諛腴萸	庾瘐		6	4563	once:人+臼;radical:人+臼			https://hanzicraft.com/dashboard/character/%E8%87%BE%E8%B0%80%E8%AB%9B%E8%85%B4%E8%90%B8	[sound:yu2.mp3]	phonetic-component
矞:yu4	矞	yù	grand / elegant / propitious	鹬鷸遹驈		5/9	6	6883	once:矛+冏;radical:矛+冂+八+口			https://hanzicraft.com/dashboard/character/%E7%9F%9E%E9%B9%AC%E9%B7%B8%E9%81%B9%E9%A9%88	[sound:yu4.mp3]	phonetic-component
元:yuan2	元	yuán	Chinese monetary unit / dollar / primary / first	园沅鼋黿芫	远		16	370	once:二+儿;radical:二+儿			https://hanzicraft.com/dashboard/character/%E5%85%83%E5%9B%AD%E6%B2%85%E9%BC%8B%E9%BB%BF%E8%8A%AB	[sound:yuan2.mp3]	phonetic-component
袁:yuan2	袁	yuán	long robe (old)	園猿辕轅	遠	5/7	4	1753	once:土+?;radical:土+口+㇒+㇗+?			https://hanzicraft.com/dashboard/character/%E8%A2%81%E5%9C%92%E7%8C%BF%E8%BE%95%E8%BD%85	[sound:yuan2.mp3]	phonetic-component
原:yuan2	原	yuán	former / original / primary / raw / level / cause / source	源塬螈	愿願		5	193	once:厂+𤽄;radical:厂+白+小			https://hanzicraft.com/dashboard/character/%E5%8E%9F%E6%BA%90%E5%A1%AC%E8%9E%88	[sound:yuan2.mp3]	phonetic-component
龠:yue4	龠	yuè	ancient unit of volume (half a 合[ge3], equivalent to 50ml) / ancient flute	鑰瀹			7	6628	once:亼+?			https://hanzicraft.com/dashboard/character/%E9%BE%A0%E9%91%B0%E7%80%B9	[sound:yue4.mp3]	phonetic-component
戉:yue4	戉	yuè	variant of 鉞|钺 battle-ax	越钺鉞			3		once:匚+戈;radical:匚+戈			https://hanzicraft.com/dashboard/character/%E6%88%89%E8%B6%8A%E9%92%BA%E9%89%9E	[sound:yue4.mp3]	phonetic-component
云:yun2	云	yún	(classical) to say	雲芸纭紜耘	运酝	5/14	15	691	once:二+厶;radical:二+厶		Exceptions (different sound): 会	https://hanzicraft.com/dashboard/character/%E4%BA%91%E9%9B%B2%E8%8A%B8%E7%BA%AD%E7%B4%9C%E8%80%98	[sound:yun2.mp3]	phonetic-component
責:ze2	責	zé	duty / responsibility / to reproach / to blame	嘖賾幘簀			4	535	once:龶+貝;radical:龶+貝			https://hanzicraft.com/dashboard/character/%E8%B2%AC%E5%98%96%E8%B3%BE%E5%B9%98%E7%B0%80	[sound:ze2.mp3]	phonetic-component
责:ze2	责	zé	duty / responsibility / to reproach / to blame	啧赜帻箦			8	535	once:龶+贝;radical:龶+贝			https://hanzicraft.com/dashboard/character/%E8%B4%A3%E5%95%A7%E8%B5%9C%E5%B8%BB%E7%AE%A6	[sound:ze2.mp3]	phonetic-component
曾:zeng1	曾	zēng	once / already / ever (in the past) / former / previously / (past tense marker used before verb or clause)	增憎罾缯繒	赠甑贈鄫		16	463	once:?+日;radical:丷+口+丨+丷+日			https://hanzicraft.com/dashboard/character/%E6%9B%BE%E5%A2%9E%E6%86%8E%E7%BD%BE%E7%BC%AF%E7%B9%92	[sound:zeng1.mp3]	phonetic-component
查:zha1	查	zhā	to research / to check / to investigate / to examine / to refer to / to search	喳渣楂揸			9	459	once:木+旦;radical:木+日+一	chá / 碴楂猹	5/7 but rarer in words	https://hanzicraft.com/dashboard/character/%E6%9F%A5%E5%96%B3%E6%B8%A3%E6%A5%82%E6%8F%B8	[sound:zha1.mp3]	phonetic-component
乍:zha4	乍	zhà	at first / suddenly / abruptly / to spread / (of hair) to stand on end / bristling	炸咋诈詐蚱	砟		22	2908	once:?+二;radical:丿+一+丨+二			https://hanzicraft.com/dashboard/character/%E4%B9%8D%E7%82%B8%E5%92%8B%E8%AF%88%E8%A9%90%E8%9A%B1	[sound:zha4.mp3]	phonetic-component
占:zhan1	占	zhān	to take possession of / to occupy / to take up	沾粘毡霑詀	战站飐	6/26 · 9/26 (ignoring tone)	27	736	once:⺊+口;radical:⺊+口	diàn / 店玷阽坫惦	Exceptions (different sound): 店	https://hanzicraft.com/dashboard/character/%E5%8D%A0%E6%B2%BE%E7%B2%98%E6%AF%A1%E9%9C%91%E8%A9%80	[sound:zhan1.mp3]	phonetic-component
詹:zhan1	詹	zhān	excellent / verbose	瞻谵譫		4/11	13	2528	once:⺈+?;radical:⺈+厂+八+言		always -an	https://hanzicraft.com/dashboard/character/%E8%A9%B9%E7%9E%BB%E8%B0%B5%E8%AD%AB	[sound:zhan1.mp3]	phonetic-component
章:zhang1	章	zhāng	chapter / section / clause / movement (of symphony) / seal / badge / regulation / order	璋彰樟漳蟑	障瘴嶂幛瞕	9/15 · 14/15 (ignoring tone)	19	539	once:立+早;radical:立+日+十		立早	https://hanzicraft.com/dashboard/character/%E7%AB%A0%E7%92%8B%E5%BD%B0%E6%A8%9F%E6%BC%B3%E8%9F%91	[sound:zhang1.mp3]	phonetic-component
贞:zhen1	贞	zhēn	chaste	侦桢祯			5	2361	once:⺊+贝;radical:⺊+贝			https://hanzicraft.com/dashboard/character/%E8%B4%9E%E4%BE%A6%E6%A1%A2%E7%A5%AF	[sound:zhen1.mp3]	phonetic-component
貞:zhen1	貞	zhēn	chaste	偵楨禎		4/4	2	2361	once:⺊+貝;radical:⺊+貝			https://hanzicraft.com/dashboard/character/%E8%B2%9E%E5%81%B5%E6%A5%A8%E7%A6%8E	[sound:zhen1.mp3]	phonetic-component
㐱:zhen3	㐱	zhěn	hair + umbrella	诊診疹畛轸	珍胗		14		once:人+彡;radical:人+彡			https://hanzicraft.com/dashboard/character/%E3%90%B1%E8%AF%8A%E8%A8%BA%E7%96%B9%E7%95%9B%E8%BD%B8	[sound:zhen3.mp3]	phonetic-component
争:zheng1	争	zhēng	to strive for / to vie for / to argue or debate / deficient or lacking (topolect) / how or what (literary)	睁挣铮錚筝	诤		10	344	once:⺈+?;radical:⺈+⺕+亅			https://hanzicraft.com/dashboard/character/%E4%BA%89%E7%9D%81%E6%8C%A3%E9%93%AE%E9%8C%9A%E7%AD%9D	[sound:zheng1.mp3]	phonetic-component
爭:zheng1	爭	zhēng	to strive for / to vie for / to argue or debate / deficient or lacking (topolect) / how or what (literary)	睜掙箏猙崢			2	344	once:爫+?;radical:爫+⺕+亅			https://hanzicraft.com/dashboard/character/%E7%88%AD%E7%9D%9C%E6%8E%99%E7%AE%8F%E7%8C%99%E5%B4%A2	[sound:zheng1.mp3]	phonetic-component
正:zheng1	正	zhēng	just (right) / main / upright / straight / correct / positive / greater than zero / principle	征怔症钲鉦	政证整証		11	129	once:一+止;radical:一+止	zhèng / 政证怔症		https://hanzicraft.com/dashboard/character/%E6%AD%A3%E5%BE%81%E6%80%94%E7%97%87%E9%92%B2%E9%89%A6	[sound:zheng1.mp3]	phonetic-component
正:zheng4	正	zhèng	just (right) / main / upright / straight / correct / positive / greater than zero / principle	政证怔症	整征钲		11	129	once:一+止;radical:一+止	zhēng / 征怔症钲鉦		https://hanzicraft.com/dashboard/character/%E6%AD%A3%E6%94%BF%E8%AF%81%E6%80%94%E7%97%87	[sound:zheng4.mp3]	phonetic-component
支:zhi1	支	zhī	to support / to sustain / to erect / to raise / branch / division / to draw money / classifier for rods such as pens and guns, for army divisions and for songs or compositions	枝吱肢	忮		21	437	once:十+又			https://hanzicraft.com/dashboard/character/%E6%94%AF%E6%9E%9D%E5%90%B1%E8%82%A2	[sound:zhi1.mp3]	phonetic-component
直:zhi2	直	zhí	straight / to straighten / fair and reasonable / frank / straightforward / (indicates continuing motion or action) / vertical / vertical downward stroke in Chinese characters	值植殖埴	置		8	255	once:十+?;radical:十+目+一			https://hanzicraft.com/dashboard/character/%E7%9B%B4%E5%80%BC%E6%A4%8D%E6%AE%96%E5%9F%B4	[sound:zhi2.mp3]	phonetic-component
至:zhi4	至	zhì	to arrive / most / to / until	致窒蛭桎郅	侄		29	267	once:𠫔+土			https://hanzicraft.com/dashboard/character/%E8%87%B3%E8%87%B4%E7%AA%92%E8%9B%AD%E6%A1%8E%E9%83%85	[sound:zhi4.mp3]	phonetic-component
中:zhong1	中	zhōng	to hit (the mark) / to be hit by / to suffer / to win (a prize, a lottery)	钟忠衷盅	种仲肿	5/14	15	14	once:口+丨;radical:口+丨			https://hanzicraft.com/dashboard/character/%E4%B8%AD%E9%92%9F%E5%BF%A0%E8%A1%B7%E7%9B%85	[sound:zhong1.mp3]	phonetic-component
朱:zhu1	朱	zhū	cinnabar / see 硃砂|朱砂[zhu1 sha1]	硃珠株蛛诛			15	1118	once:未+㇒;radical:木+一+㇒			https://hanzicraft.com/dashboard/character/%E6%9C%B1%E7%A1%83%E7%8F%A0%E6%A0%AA%E8%9B%9B%E8%AF%9B	[sound:zhu1.mp3]	phonetic-component
㝉:zhu4	㝉	zhù	to store / to stand / space between the door and the entrance screen	宁贮伫苎			4		once:宀+一;radical:宀+一			https://hanzicraft.com/dashboard/character/%E3%9D%89%E5%AE%81%E8%B4%AE%E4%BC%AB%E8%8B%8E	[sound:zhu4.mp3]	phonetic-component
兹:zi1	兹	zī	now / here / this / time / year	滋孳嵫		5/9	9	1779	once:䒑+𢆶;radical:丷+一+𢆶	cí / 慈磁鹚糍		https://hanzicraft.com/dashboard/character/%E5%85%B9%E6%BB%8B%E5%AD%B3%E5%B5%AB	[sound:zi1.mp3]	phonetic-component
宗:zong1	宗	zōng	school / sect / purpose / model / ancestor / clan / to take as one's model (in academic or artistic work) / classifier for batches, items, cases (medical or legal), reservoirs	踪棕综綜鬃	粽	6/10	15	726	once:宀+示;radical:宀+示			https://hanzicraft.com/dashboard/character/%E5%AE%97%E8%B8%AA%E6%A3%95%E7%BB%BC%E7%B6%9C%E9%AC%83	[sound:zong1.mp3]	phonetic-component
从:zong4	从	zòng	from / via / passing through / through (a gap) / past / ever (followed by negative, meaning never) / (formerly pr. [zong4] and related to 縱|纵) to follow / to comply with / to obey / to join / to engage in / adopting some mode of action or attitude / follower / retainer / accessory / accomplice / related by common paternal grandfather or earlier ancestor	從纵縱	蹤		88	98	once:人	cōng / 枞樅苁蓯		https://hanzicraft.com/dashboard/character/%E4%BB%8E%E5%BE%9E%E7%BA%B5%E7%B8%B1	[sound:zong4.mp3]	phonetic-component
尊:zun1	尊	zūn	senior / of a senior generation / to honor / to respect / honorific / classifier for cannons and statues / ancient wine vessel	遵樽鳟鱒	撙		9	1132	once:酋+寸;radical:丷+酉+寸			https://hanzicraft.com/dashboard/character/%E5%B0%8A%E9%81%B5%E6%A8%BD%E9%B3%9F%E9%B1%92	[sound:zun1.mp3]	phonetic-component
肖:xiao1	肖	xiāo	similar / resembling / to resemble / to be like	消销銷削宵			29	2016	once:⺌+月;radical:⺌+月	qiào / 俏峭鞘诮 · shāo / 稍梢捎艄筲		https://hanzicraft.com/dashboard/character/%E8%82%96%E6%B6%88%E9%94%80%E9%8A%B7%E5%89%8A%E5%AE%B5	[sound:xiao1.mp3]	phonetic-component
叟:sou1	叟	sōu	old gentleman / old man	艘嗖飕颼馊	瞍謏		16	3795	once:?+又;radical:臼+丨+又			https://hanzicraft.com/dashboard/character/%E5%8F%9F%E8%89%98%E5%97%96%E9%A3%95%E9%A2%BC%E9%A6%8A	[sound:sou1.mp3]	phonetic-component
高:gao3	高	gǎo	high / tall / above average / loud / your (honorific)	搞稿镐鎬槁	篙		21	134	once:?+冋			https://hanzicraft.com/dashboard/character/%E9%AB%98%E6%90%9E%E7%A8%BF%E9%95%90%E9%8E%AC%E6%A7%81	[sound:gao3.mp3]	phonetic-component
主:zhu4	主	zhù	owner / master / host / individual or party concerned / God / Lord / main / to indicate or signify / trump card (in card games)	住注註驻駐	拄麈砫	8/16 · 12/16 (ignoring tone)	15	87	once:王+丶;radical:王+丶			https://hanzicraft.com/dashboard/character/%E4%B8%BB%E4%BD%8F%E6%B3%A8%E8%A8%BB%E9%A9%BB%E9%A7%90	[sound:zhu4.mp3]	phonetic-component
可:ke1	可	kē	can / may / able to / to approve / to permit / to suit / (particle used for emphasis) certainly / very	柯苛珂轲軻	坷岢		25	30	once:丁+口;radical:一+亅+口	kě / 轲軻坷岢		https://hanzicraft.com/dashboard/character/%E5%8F%AF%E6%9F%AF%E8%8B%9B%E7%8F%82%E8%BD%B2%E8%BB%BB	[sound:ke1.mp3]	phonetic-component
米:mi1	米	mī	rice / CL:粒[li4] / meter (classifier)	眯瞇咪	迷麋醚敉醾詸		158	575	once:木+丷			https://hanzicraft.com/dashboard/character/%E7%B1%B3%E7%9C%AF%E7%9E%87%E5%92%AA	[sound:mi1.mp3]	phonetic-component
巠:jing4	巠	jìng	underground watercourse / archaic variant of 經|经[jing1]	勁徑痙逕脛	經頸莖		6		once:?+工;radical:一+巛+工			https://hanzicraft.com/dashboard/character/%E5%B7%A0%E5%8B%81%E5%BE%91%E7%97%99%E9%80%95%E8%84%9B	[sound:jing4.mp3]	phonetic-component
古:gu1	古	gū	ancient / old / paleo-	姑估咕辜沽	故固钴诂牯嘏罟		28	509	once:十+口;radical:十+口			https://hanzicraft.com/dashboard/character/%E5%8F%A4%E5%A7%91%E4%BC%B0%E5%92%95%E8%BE%9C%E6%B2%BD	[sound:gu1.mp3]	phonetic-component
更:geng3	更	gěng	to change or replace / to experience / one of the five two hour periods into which the night was formerly divided / watch (e.g. of a sentry or guard)	梗哽埂鲠鯁			11	221	once:一+?;radical:一+日+丨+乂			https://hanzicraft.com/dashboard/character/%E6%9B%B4%E6%A2%97%E5%93%BD%E5%9F%82%E9%B2%A0%E9%AF%81	[sound:geng3.mp3]	phonetic-component
只:zhi3	只	zhǐ	classifier for birds and certain animals, one of a pair, some utensils, vessels etc	咫枳轵軹	织职帜胑		10	97	once:口+八;radical:口+八			https://hanzicraft.com/dashboard/character/%E5%8F%AA%E5%92%AB%E6%9E%B3%E8%BD%B5%E8%BB%B9	[sound:zhi3.mp3]	phonetic-component
同:tong2	同	tóng	like / same / similar / together / alike / with	铜銅桐峒侗	筒衕		20	69	once:冂+𠮛;radical:冂+一+口			https://hanzicraft.com/dashboard/character/%E5%90%8C%E9%93%9C%E9%8A%85%E6%A1%90%E5%B3%92%E4%BE%97	[sound:tong2.mp3]	phonetic-component
孟:meng3	孟	měng	first month of a season / eldest amongst brothers	猛蜢锰錳艋			5	1573	once:子+皿;radical:子+皿			https://hanzicraft.com/dashboard/character/%E5%AD%9F%E7%8C%9B%E8%9C%A2%E9%94%B0%E9%8C%B3%E8%89%8B	[sound:meng3.mp3]	phonetic-component
己:ji4	己	jì	self / oneself / sixth of 10 heavenly stems 十天干 / sixth in order / letter "F" or roman "VI" in list "A, B, C", or "I, II, III" etc / hexa	记纪紀忌觊			85	162	once:?+乚			https://hanzicraft.com/dashboard/character/%E5%B7%B1%E8%AE%B0%E7%BA%AA%E7%B4%80%E5%BF%8C%E8%A7%8A	[sound:ji4.mp3]	phonetic-component
先:xian3	先	xiǎn	early / prior / former / in advance / first	铣銑跣冼筅	宪酰		11	188	once:⺧+儿;radical:⺧+儿			https://hanzicraft.com/dashboard/character/%E5%85%88%E9%93%A3%E9%8A%91%E8%B7%A3%E5%86%BC%E7%AD%85	[sound:xian3.mp3]	phonetic-component
辱:ru4	辱	rù	disgrace / dishonor / to insult / to bring disgrace or humiliation to / to be indebted to / self-deprecating / Taiwan pr. [ru4]	褥缛縟溽蓐			5	1904	once:辰+寸;radical:辰+寸			https://hanzicraft.com/dashboard/character/%E8%BE%B1%E8%A4%A5%E7%BC%9B%E7%B8%9F%E6%BA%BD%E8%93%90	[sound:ru4.mp3]	phonetic-component
夸:kua4	夸	kuà	to boast / to exaggerate / to praise	跨挎胯	垮侉誇		16	1952	once:大+亏;radical:大+二+㇉			https://hanzicraft.com/dashboard/character/%E5%A4%B8%E8%B7%A8%E6%8C%8E%E8%83%AF	[sound:kua4.mp3]	phonetic-component
司:si4	司	sì	to take charge of / to manage / department (under a ministry)	嗣伺饲飼笥	覗		9	278	once:㇆+𠮛;radical:㇆+一+口			https://hanzicraft.com/dashboard/character/%E5%8F%B8%E5%97%A3%E4%BC%BA%E9%A5%B2%E9%A3%BC%E7%AC%A5	[sound:si4.mp3]	phonetic-component
脊:ji2	脊	jí	spine / back / ridge / Taiwan pr. [ji2] or [ji3]	瘠嵴蹐鹡鶺			5	2223	once:?+月;radical:人+冫+?+月			https://hanzicraft.com/dashboard/character/%E8%84%8A%E7%98%A0%E5%B5%B4%E8%B9%90%E9%B9%A1%E9%B6%BA	[sound:ji2.mp3]	phonetic-component
面:mian3	面	miǎn	face / side / surface / aspect / top / classifier for flat surfaces such as drums, mirrors, flags etc	缅緬腼靦湎	麵		8	74	once:丆+囬			https://hanzicraft.com/dashboard/character/%E9%9D%A2%E7%BC%85%E7%B7%AC%E8%85%BC%E9%9D%A6%E6%B9%8E	[sound:mian3.mp3]	phonetic-component
反:fan4	反	fàn	contrary / in reverse / inside-out or upside-down / to reverse / to return / to oppose / opposite / against / anti- / to rebel / to use analogy / instead / abbr. for 反切 phonetic system	饭飯贩販畈	返		16	237	once:⺁+又;radical:⺁+又	bǎn / 版板阪坂舨		https://hanzicraft.com/dashboard/character/%E5%8F%8D%E9%A5%AD%E9%A3%AF%E8%B4%A9%E8%B2%A9%E7%95%88	[sound:fan4.mp3]	phonetic-component
反:ban3	反	bǎn	contrary / in reverse / inside-out or upside-down / to reverse / to return / to oppose / opposite / against / anti- / to rebel / to use analogy / instead / abbr. for 反切 phonetic system	版板阪坂舨	扳		16	237	once:⺁+又;radical:⺁+又	fàn / 饭飯贩販畈		https://hanzicraft.com/dashboard/character/%E5%8F%8D%E7%89%88%E6%9D%BF%E9%98%AA%E5%9D%82%E8%88%A8	[sound:ban3.mp3]	phonetic-component
肖:qiao4	肖	qiào	similar / resembling / to resemble / to be like	俏峭鞘诮	悄		29	2016	once:⺌+月;radical:⺌+月	xiāo / 消销銷削宵 · shāo / 稍梢捎艄筲		https://hanzicraft.com/dashboard/character/%E8%82%96%E4%BF%8F%E5%B3%AD%E9%9E%98%E8%AF%AE	[sound:qiao4.mp3]	phonetic-component
肖:shao1	肖	shāo	similar / resembling / to resemble / to be like	稍梢捎艄筲	哨		29	2016	once:⺌+月;radical:⺌+月	xiāo / 消销銷削宵 · qiào / 俏峭鞘诮		https://hanzicraft.com/dashboard/character/%E8%82%96%E7%A8%8D%E6%A2%A2%E6%8D%8E%E8%89%84%E7%AD%B2	[sound:shao1.mp3]	phonetic-component
卷:juan4	卷	juàn	scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll	圈倦锩睠錈			11	1014	once:龹+㔾;radical:二+丨+丷+八+乚+㇆	quán / 蜷鬈踡		https://hanzicraft.com/dashboard/character/%E5%8D%B7%E5%9C%88%E5%80%A6%E9%94%A9%E7%9D%A0%E9%8C%88	[sound:juan4.mp3]	phonetic-component
卷:quan2	卷	quán	scroll / book / volume / chapter / examination paper / classifier for books, paintings: volume, scroll	蜷鬈踡	绻		11	1014	once:龹+㔾;radical:二+丨+丷+八+乚+㇆	juàn / 圈倦锩睠錈		https://hanzicraft.com/dashboard/character/%E5%8D%B7%E8%9C%B7%E9%AC%88%E8%B8%A1	[sound:quan2.mp3]	phonetic-component
乞:ge1	乞	gē	to beg	疙圪纥仡紇	虼	5/15	16	2424	once:𠂉+㇠;radical:丿+一+㇠	qì / 迄讫汔		https://hanzicraft.com/dashboard/character/%E4%B9%9E%E7%96%99%E5%9C%AA%E7%BA%A5%E4%BB%A1%E7%B4%87	[sound:ge1.mp3]	phonetic-component
酋:you2	酋	yóu	tribal chief	猶猷蕕輶			9	3397	once:丷+酉;radical:丷+酉			https://hanzicraft.com/dashboard/character/%E9%85%8B%E7%8C%B6%E7%8C%B7%E8%95%95%E8%BC%B6	[sound:you2.mp3]	phonetic-component
重:zhong3	重	zhǒng	to repeat / repetition / again / re- / classifier: layer	踵種腫	锺	3/7	8	140	once:千+里;radical:㇒+十+里		里	https://hanzicraft.com/dashboard/character/%E9%87%8D%E8%B8%B5%E7%A8%AE%E8%85%AB	[sound:zhong3.mp3]	phonetic-component
㢆:chan2	㢆	chán		缠廛躔纏			2		once:广+里;radical:广+里		里	https://hanzicraft.com/dashboard/character/%E3%A2%86%E7%BC%A0%E5%BB%9B%E8%BA%94%E7%BA%8F	[sound:chan2.mp3]	phonetic-component
隆:long2	隆	lóng	grand / intense / prosperous / to swell / to bulge	窿癃			3	1398	once:阝+?;radical:阝+夂+一+生		生	https://hanzicraft.com/dashboard/character/%E9%9A%86%E7%AA%BF%E7%99%83	[sound:long2.mp3]	phonetic-component
需:ru2	需	rú	to require / to need / to want / necessity / need	儒蠕孺嚅濡			14	408	once:雨+而;radical:雨+而		雨而 10/12	https://hanzicraft.com/dashboard/character/%E9%9C%80%E5%84%92%E8%A0%95%E5%AD%BA%E5%9A%85%E6%BF%A1	[sound:ru2.mp3]	phonetic-component
耆:qi2	耆	qí	man of sixty or seventy	鳍鰭鬐		4/7	5	3770	once:老+日;radical:老+日		老	https://hanzicraft.com/dashboard/character/%E8%80%86%E9%B3%8D%E9%B0%AD%E9%AC%90	[sound:qi2.mp3]	phonetic-component
次:zi1	次	zī	next in sequence / second / the second (day, time etc) / secondary / vice- / sub- / infra- / inferior quality / substandard / order / sequence / hypo- (chemistry) / classifier for enumerated events: time	资姿咨粢資	恣		13	183	once:冫+欠;radical:冫+欠			https://hanzicraft.com/dashboard/character/%E6%AC%A1%E8%B5%84%E5%A7%BF%E5%92%A8%E7%B2%A2%E8%B3%87	[sound:zi1.mp3]	phonetic-component
旁:bang4	旁	bàng	beside / one side / other / side / self / the right-hand side of split Chinese character, often the phonetic	膀镑傍磅谤	榜	7/13	13	979	once:?+方;radical:亠+丷+冖+方			https://hanzicraft.com/dashboard/character/%E6%97%81%E8%86%80%E9%95%91%E5%82%8D%E7%A3%85%E8%B0%A4	[sound:bang4.mp3]	phonetic-component
良:lang2	良	láng	good / very / very much	狼琅阆锒郞	浪莨	7/15	15	833	once:艮+丶;radical:艮+丶		always ang	https://hanzicraft.com/dashboard/character/%E8%89%AF%E7%8B%BC%E7%90%85%E9%98%86%E9%94%92%E9%83%9E	[sound:lang2.mp3]	phonetic-component
辟:bi4	辟	bì	to dispel / to refute / to repudiate / to open up (for development)	避壁臂璧薜		9/20	25	2135	once:𡰪+辛;radical:尸+口+辛	pì / 闢譬僻甓		https://hanzicraft.com/dashboard/character/%E8%BE%9F%E9%81%BF%E5%A3%81%E8%87%82%E7%92%A7%E8%96%9C	[sound:bi4.mp3]	phonetic-component
南:nan2	南	nán	south	喃楠	蝻腩	3/6 · 5/6 (ignoring tone)	6	307	once:十+?;radical:十+冂+丷+干			https://hanzicraft.com/dashboard/character/%E5%8D%97%E5%96%83%E6%A5%A0	[sound:nan2.mp3]	phonetic-component
于:yu2	于	yú	to go / to take / sentence-final interrogative particle / variant of 於|于[yu2]	余餘予馀盂	宇迂芋纡	9/27 · 14/27 (ignoring tone)	14	40	once:干+亅;radical:干+亅		include 余<br>u2 - another 8/27<br>予 yields 13 and is a bit messier	https://hanzicraft.com/dashboard/character/%E4%BA%8E%E4%BD%99%E9%A4%98%E4%BA%88%E9%A6%80%E7%9B%82	[sound:yu2.mp3]	phonetic-component
爰:yuan2	爰	yuán	therefore / consequently / thus / hence / thereupon / it follows that / where? / to change (into) / ancient unit of weight and money	援媛	瑗	3/8	7	4870	once:爫+?;radical:爫+干+又		allways *uan*	https://hanzicraft.com/dashboard/character/%E7%88%B0%E6%8F%B4%E5%AA%9B	[sound:yuan2.mp3]	phonetic-component
丑:niu3	丑	niǔ	clown / 2nd earthly branch: 1-3 a.m., 12th solar month (6th January to 3rd February), year of the Ox	纽扭钮忸狃	妞	7/11	11	1898	once:刀+二;radical:刀+二			https://hanzicraft.com/dashboard/character/%E4%B8%91%E7%BA%BD%E6%89%AD%E9%92%AE%E5%BF%B8%E7%8B%83	[sound:niu3.mp3]	phonetic-component
工:gong1	工	gōng	work / worker / skill / profession / trade / craft / labor	功攻	贡巩汞貢鞏	8/31 (ignoring tone)	121	118	once:一+丄	gǒng / 巩鞏汞銾		https://hanzicraft.com/dashboard/character/%E5%B7%A5%E5%8A%9F%E6%94%BB	[sound:gong1.mp3]	phonetic-component
